sock: .word 16, 16
.byte 199,199,199,0,0,0,0,0,0,0,0,0,0,199,199,199,
199,199,199,0,255,255,255,255,255,255,255,255,0,0,199,199,
199,199,199,0,255,255,255,255,255,255,255,255,0,15,0,199,
199,199,199,0,15,15,15,15,15,15,15,15,0,15,0,199,
199,199,199,0,15,15,15,15,15,15,15,15,0,15,15,0,
199,199,199,0,15,15,255,15,15,15,15,15,0,0,15,0,
199,199,199,0,15,15,15,15,15,15,15,15,0,199,0,0,
199,199,199,0,15,15,15,15,15,15,255,15,0,199,199,199,
199,199,199,0,15,15,15,15,15,15,15,15,0,199,199,199,
199,199,0,15,15,15,15,15,15,15,15,15,0,199,199,199,
199,199,0,15,15,15,15,15,15,15,15,15,0,199,199,199,
199,0,15,15,15,15,15,15,15,255,15,15,0,199,199,199,
199,0,15,15,255,15,15,15,15,15,15,0,199,199,199,199,
199,0,15,15,15,15,15,15,15,15,15,0,199,199,199,199,
199,199,0,15,15,15,15,15,15,15,0,199,199,199,199,199,
199,199,199,0,0,0,0,0,0,0,199,199,199,199,199,199,


