grinch: .word 16, 16
.byte 207,207,207,207,207,207,0,255,15,15,15,0,207,207,207,207,
207,207,207,207,207,207,0,105,255,15,0,15,0,207,207,207,
207,207,207,207,207,0,105,105,105,255,0,0,255,0,207,207,
207,207,207,207,207,0,97,105,105,105,0,207,0,207,207,207,
207,207,207,207,207,207,0,255,255,0,207,207,207,207,207,207,
207,0,0,0,0,0,15,15,15,15,0,0,0,207,207,207,
0,105,255,15,15,15,15,15,15,15,15,15,15,0,207,207,
207,0,0,0,0,15,15,15,15,15,15,0,15,0,207,207,
207,207,207,207,0,15,255,255,255,255,15,0,0,255,0,207,
207,207,207,207,0,255,105,105,105,105,255,0,207,0,105,0,
207,207,207,207,0,105,105,105,105,105,105,0,207,207,0,207,
207,207,207,207,207,0,105,105,105,105,0,207,207,207,207,207,
207,207,207,207,207,0,105,0,0,105,0,207,207,207,207,207,
207,207,207,207,207,0,255,0,0,255,0,207,207,207,207,207,
207,207,207,207,0,15,15,0,0,15,15,0,207,207,207,207,
207,207,207,207,207,0,0,207,207,0,0,207,207,207,207,207,


