presente: .word 16, 16
.byte 199,7,7,7,7,7,45,63,63,45,7,7,7,7,7,199,
7,7,7,7,7,7,45,63,63,45,7,7,7,7,7,7,
7,7,7,7,9,7,45,63,63,45,7,9,7,7,7,7,
7,7,7,9,127,9,45,9,9,45,9,127,9,7,7,7,
45,45,9,63,63,127,9,127,127,9,127,63,63,9,45,45,
63,63,9,63,27,9,63,127,127,63,9,27,63,9,63,63,
63,63,63,9,9,9,45,63,63,45,9,9,9,63,63,63,
45,45,45,45,45,45,9,63,63,9,45,45,45,45,45,45,
7,7,7,7,7,7,45,63,63,45,7,7,7,7,7,7,
3,7,7,7,7,7,45,63,63,45,7,7,7,7,7,3,
3,3,7,7,7,7,45,63,63,45,7,7,7,7,3,3,
3,5,3,3,3,3,18,27,27,18,3,3,3,3,5,3,
3,7,5,5,5,5,27,45,45,27,5,5,5,5,7,3,
3,7,7,7,7,7,45,63,63,45,7,7,7,7,7,3,
3,7,7,7,7,7,45,63,63,45,7,7,7,7,7,3,
199,3,3,3,3,3,3,3,3,3,3,3,3,3,3,199,


