playerright: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,0,0,0,0,199,199,199,199,199,199,
199,199,199,199,199,0,15,15,15,15,0,199,199,199,199,199,
199,199,199,0,0,15,15,15,15,15,15,0,199,199,199,199,
199,199,0,255,255,0,15,15,15,15,15,0,199,199,199,199,
199,199,0,255,0,0,0,0,0,0,0,0,199,199,199,199,
199,199,199,0,255,255,255,255,255,255,255,255,0,199,199,199,
199,199,199,199,0,0,0,0,0,0,0,0,199,199,199,199,
199,199,199,0,255,255,0,110,110,0,255,0,199,199,199,199,
199,199,0,105,0,255,110,167,167,110,255,0,199,199,199,199,
199,0,105,0,15,0,255,255,255,255,15,0,199,199,199,199,
199,0,105,0,15,0,15,255,255,0,15,0,199,199,199,199,
199,0,105,0,255,0,15,15,15,0,255,0,199,199,199,199,
199,199,0,105,0,0,0,47,0,0,0,199,199,199,199,199,
199,199,199,0,0,0,15,0,15,0,199,199,199,199,199,199,
199,199,199,199,199,0,0,199,0,0,199,199,199,199,199,199,


